time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.identifier.data,.size.data,.TimeStamp.data,PosLocalX,PosLocalY,Height,GPS_Speed,AccelX,AccelY,AccelZ,PedalPosAcc,PedalPosBrk,AngleSteer,carPositionNormalized,TimeStamp
2020/07/16/13:53:53.866090,94,1594875233,865757942,,,0,1594875264,-660.1428833,-115.4931793,-81.22182465,106.5936813,0.173972145,0.023971919,-0.0899163932,0.718500018,0,2.737799883,0.209130839,1594875233.86576
2020/07/16/13:53:53.966146,95,1594875233,965826749,,,0,1594875264,-661.5221558,-112.0123138,-81.21110535,107.3141022,0.196619034,-0.0369734541,-0.0877836347,0.719500005,0,1.825199962,0.209895059,1594875233.96583
2020/07/16/13:53:54.066093,96,1594875234,65798044,,,0,1594875264,-662.2866821,-110.0982819,-81.20522308,107.6962738,0.160419226,-0.0444686972,-0.0841196477,0.719500005,0,0.861899972,0.210317582,1594875234.06580
2020/07/16/13:53:54.166069,97,1594875234,165773153,,,0,1594875264,-663.8318481,-106.2528229,-81.19300842,108.4713516,0.198512807,-0.0327917077,-0.033797577,0.719500005,0,-1.419599891,0.211166844,1594875234.16577
2020/07/16/13:53:54.266111,98,1594875234,265793561,,,0,1594875264,-664.3394165,-104.9934311,-81.1891098,108.7266159,0.165406555,-0.00373613462,-0.0208641812,0.719500005,0,-1.825199962,0.211444616,1594875234.26579
2020/07/16/13:53:54.365979,99,1594875234,365731477,,,0,1594875264,-666.1425781,-100.5207062,-81.17526245,109.5974197,0.139961824,-0.00502347341,-0.00250107795,0.720449984,0,0.152099997,0.212433636,1594875234.36573
2020/07/16/13:53:54.466135,100,1594875234,465801000,,,0,1594875264,-666.8264771,-98.82344055,-81.16984558,109.9311752,0.182015553,0.0168104861,0.0343882404,0.720449984,0,0.45629999,0.212808549,1594875234.46580
2020/07/16/13:53:54.565977,101,1594875234,565725803,,,0,1594875264,-668.2333374,-95.32772064,-81.15869141,110.5981598,0.177704185,0.000952194445,0.019755017,0.720449984,0,-0.101399995,0.213582769,1594875234.56573
2020/07/16/13:53:54.666089,102,1594875234,665781259,,,0,1594875264,-669.4052734,-92.41228485,-81.14968109,111.1491318,0.135470331,0.0110973623,0.0168358646,0.721449971,0,-0.202799991,0.214226514,1594875234.66578
2020/07/16/13:53:54.766111,103,1594875234,765788078,,,0,1594875264,-669.9238281,-91.12133789,-81.14586639,111.392395,0.150398389,-0.0148934927,0.0210018568,0.721449971,0,-0.405599982,0.214513898,1594875234.76579
2020/07/16/13:53:54.866132,104,1594875234,865828514,,,0,1594875264,-671.9025269,-86.18946838,-81.13076019,112.3064499,0.149647325,-0.0245154519,-0.0129176788,0.721449971,0,-1.723799944,0.215609029,1594875234.86583
2020/07/16/13:53:54.966061,105,1594875234,965767383,,,0,1594875264,-672.425293,-84.88461304,-81.12657166,112.5446091,0.184344754,0.0355566852,0.015650101,0.721449971,0,-2.027999878,0.215895817,1594875234.96577
2020/07/16/13:53:55.066062,106,1594875235,65784692,,,0,1594875264,-674.3096924,-80.16212463,-81.10940552,113.3992386,0.164243191,0.0200808793,0.0450504161,0.721449971,0,-2.129400015,0.216939867,1594875235.06578
2020/07/16/13:53:55.166011,107,1594875235,165745496,,,0,1594875264,-675.3574829,-77.52127838,-81.09975433,113.8590775,0.112770684,0.0145254275,0.110055253,0.721449971,0,-2.230799913,0.217524499,1594875235.16575
2020/07/16/13:53:55.266030,108,1594875235,265737056,,,0,1594875264,-676.4052124,-74.86793518,-81.08992004,114.3245697,0.142920151,-0.00427601486,0.0795215815,0.721449971,0,-2.129400015,0.218108922,1594875235.26574
2020/07/16/13:53:55.366082,109,1594875235,365778446,,,0,1594875264,-677.5922241,-71.84552765,-81.07905579,114.8449707,0.147099376,0.00196349854,0.0887653306,0.72240001,0,-2.33220005,0.218777835,1594875235.36578
2020/07/16/13:53:55.466099,110,1594875235,465779781,,,0,1594875264,-678.6381226,-69.16499329,-81.07000732,115.3115082,0.157303095,0.0250752158,0.091136843,0.723399997,0,-2.33220005,0.219367534,1594875235.46578
2020/07/16/13:53:55.566099,111,1594875235,565773725,,,0,1594875264,-679.8217163,-66.1115036,-81.05947876,115.8217697,0.16066952,0.00012534413,0.080587104,0.724599957,0,-2.433599949,0.220041633,1594875235.56577
2020/07/16/13:53:55.666103,112,1594875235,665763616,,,0,1594875264,-681.3848267,-62.04465866,-81.04515076,116.5074005,0.18552424,0.00910214987,0.0564477816,0.724599957,0,-2.33220005,0.220936641,1594875235.66576
2020/07/16/13:53:55.766110,113,1594875235,765772819,,,0,1594875264,-681.9048462,-60.68258667,-81.04083252,116.7296524,0.106538549,-0.0571317002,0.0919536129,0.725600004,0,-2.230799913,0.22123757,1594875235.76577
2020/07/16/13:53:55.866128,114,1594875235,865790605,,,0,1594875264,-683.5658569,-56.30242157,-81.03009033,117.4577713,0.158322588,-0.00542710349,0.0488701835,0.726549983,0,-1.825199962,0.222198814,1594875235.86579
2020/07/16/13:53:55.966113,115,1594875235,965775966,,,0,1594875264,-684.6019287,-53.54838562,-81.02342224,117.9018631,0.178909793,0.00812296476,0.0548190176,0.726549983,0,-1.723799944,0.222805321,1594875235.96578
2020/07/16/13:53:56.066115,116,1594875236,65796136,,,0,1594875264,-685.1192017,-52.16666031,-81.01972961,118.1217041,0.125641823,0.017558977,0.0756211206,0.726549983,0,-1.825199962,0.223107874,1594875236.06580
2020/07/16/13:53:56.166131,117,1594875236,165791273,,,0,1594875264,-686.6691895,-48.00292969,-81.00857544,118.788887,0.14560315,-0.0102372281,0.0809633583,0.728500009,0,-1.825199962,0.224020854,1594875236.16579
